,industry_code,total_wages_before,quarter,total_wages_after,wage_change
2855,Nonupholstered Wood Household Furniture Mfg ,116551.0,4,54919.666666666664,61631.333333333336
2856,Nonwoven Fabric Mills,19526.761904761905,4,45610.142857142855,-26083.38095238095
2857,Nuclear Electric Power Generation ,34718.142857142855,4,45939.857142857145,-11221.71428571429
2858,Nursery and Tree Production ,24035.2,4,31276.9,-7241.700000000001
2859,"Nursery, Garden Center, and Farm Supply Retailers ",12346.04347826087,4,23197.91304347826,-10851.86956521739
2860,Nursing Care Facilities (Skilled Nursing Facilitie...,11434.006864988558,4,29879.16704805492,-18445.16018306636
2861,Office Administrative Services,16529.462603878117,4,34400.481994459835,-17871.019390581718
2862,Office Equipment Merchant Wholesalers ,18386.65,4,44489.1,-26102.449999999997
2863,Office Furniture (except Wood) Mfg ,23309.85714285714,4,71480.57142857143,-48170.71428571429
2864,Office Machinery and Equipment Rental and Leasing,10947.166666666666,4,93537.16666666667,-82590.0
2865,Office Supplies (except Paper) Mfg,27345.88888888889,4,59620.77777777778,-32274.88888888889
2866,Office Supplies and Stationery Retailers ,16567.2,4,26028.428571428572,-9461.228571428572
2867,Offices of All Other Miscellaneous Health Practiti...,19883.0,4,32633.061224489797,-12750.061224489797
2868,Offices of Certified Public Accountants ,33574.950980392154,4,68311.3431372549,-34736.39215686274
2869,Offices of Chiropractors ,16861.81395348837,4,29272.279069767443,-12410.465116279072
2870,Offices of Dentists ,11674.644444444444,4,33592.73333333333,-21918.088888888888
2871,Offices of Lawyers,21053.917647058825,4,40116.99607843137,-19063.07843137255
2872,Offices of Mental Health Practitioners (except Phy...,14251.08,4,34969.36,-20718.28
2873,Offices of Optometrists,8284.0,4,19959.758620689656,-11675.758620689656
2874,Offices of Other Holding Companies ,24892.25,4,47184.45,-22292.199999999997
2875,"Offices of Physical, Occupational and Speech Thera...",12991.313043478262,4,33967.71304347826,-20976.399999999998
2876,Offices of Physicians (except Mental Health Specia...,16182.178680203046,4,31561.198984771574,-15379.020304568528
2877,"Offices of Physicians, Mental Health Specialists ",20282.24,4,39208.12,-18925.88
2878,Offices of Podiatrists ,12802.888888888889,4,23396.444444444445,-10593.555555555557
2879,Offices of Real Estate Agents and Brokers,22475.462962962964,4,39956.76851851852,-17481.305555555555
2880,Offices of Real Estate Appraisers ,15830.0,4,56993.0,-41163.0
2881,Oil and Gas Pipeline and Related Structures Const ,16494.285714285714,4,36706.142857142855,-20211.85714285714
2882,Ophthalmic Goods Merchant Wholesalers ,8552.666666666666,4,48966.0,-40413.333333333336
2883,Optical Goods Retailers ,15327.462686567163,4,31865.044776119405,-16537.58208955224
2884,Ornamental and Architectural Metal Work Mfg ,30309.8,4,46735.6,-16425.8
2885,Other Accounting Services ,19588.025,4,37224.475,-17636.449999999997
2886,Other Activities Related to Credit Intermediation ,16970.791666666668,4,36093.5,-19122.708333333332
2887,Other Activities Related to Real Estate ,30231.068965517243,4,64872.206896551725,-34641.13793103448
2888,Other Aircraft Parts and Auxiliary Equipment Mfg ,19777.615384615383,4,52364.53846153846,-32586.923076923078
2889,Other Airport Operations ,11339.335051546392,4,22496.572164948455,-11157.237113402063
2890,"Other Aluminum Rolling, Drawing, and Extruding ",13140.92857142857,4,33352.142857142855,-20211.214285714283
2891,Other Animal Food Mfg ,16443.166666666668,4,34832.333333333336,-18389.166666666668
2892,Other Basic Inorganic Chemical Mfg ,39556.75,4,63313.5,-23756.75
2893,Other Building Equipment Contractors ,21804.338028169015,4,46584.30985915493,-24779.971830985913
2894,Other Building Finishing Contractors,11113.766666666666,4,35616.666666666664,-24502.899999999998
2895,Other Building Material Dealers ,21129.796875,4,37228.09375,-16098.296875
2896,Other Business Service Centers (including Copy Sho...,19333.678571428572,4,33562.892857142855,-14229.214285714283
2897,Other Chemical and Allied Products Merchant Wholes...,36243.3023255814,4,60538.395348837206,-24295.09302325581
2898,Other Commercial Equipment Merchant Wholesalers ,24053.22857142857,4,36060.57142857143,-12007.342857142856
2899,Other Commercial and Industrial Machinery and Equi...,20784.2,4,49367.48,-28583.280000000002
2900,Other Community Housing Services ,35686.09523809524,4,56680.57142857143,-20994.47619047619
2901,Other Computer Related Services,29990.460784313724,4,66993.0,-37002.53921568628
2902,Other Concrete Product Mfg ,17714.125,4,42763.166666666664,-25049.041666666664
2903,Other Const Material Merchant Wholesalers ,12873.333333333334,4,34541.166666666664,-21667.83333333333
2904,Other Crushed and Broken Stone Mining and Quarryin...,24558.571428571428,4,63387.57142857143,-38829.0
2905,"Other Direct Insurance (except Life, Health, and M...",51394.51724137931,4,61530.137931034486,-10135.620689655174
2906,Other Electronic Component Mfg ,11090.0,4,21615.0,-10525.0
2907,Other Electronic Parts and Equipment Merchant Whol...,37344.59259259259,4,68312.77777777778,-30968.18518518519
2908,Other Engine Equipment Mfg ,9920.636363636364,4,37561.045454545456,-27640.409090909092
2909,Other Fabricated Wire Product Mfg ,20908.25,4,39341.5,-18433.25
2910,Other Farm Product Raw Material Merchant Wholesale...,20208.2,4,36741.55,-16533.350000000002
2911,Other Financial Vehicles ,3634.6666666666665,4,27310.666666666668,-23676.0
2912,Other Food Crops Grown Under Cover ,19609.875,4,47141.375,-27531.5
2913,"Other Foundation, Structure, and Building Exterior...",24635.214285714286,4,51148.21428571428,-26512.999999999996
2914,Other Gambling Industries ,15369.8125,4,44482.875,-29113.0625
2915,Other Gasoline Stations ,8694.166666666666,4,17358.833333333332,-8664.666666666666
2916,Other General Government Support ,16013.847826086956,4,36488.15217391304,-20474.304347826084
2917,Other Grantmaking and Giving Services ,18334.714285714286,4,30474.785714285714,-12140.071428571428
2918,Other Grocery and Related Products Merchant Wholes...,20826.445945945947,4,42644.7027027027,-21818.256756756753
2919,Other Heavy and Civil Engineering Const ,15741.28125,4,56625.71875,-40884.4375
2920,Other Individual and Family Services ,14821.860240963855,4,29124.366265060242,-14302.506024096387
2921,Other Insurance Funds ,31196.6,4,43315.6,-12119.0
2922,Other Management Consulting Services ,24418.98734177215,4,54906.11392405063,-30487.12658227848
2923,Other Measuring and Controlling Device Mfg ,20737.285714285714,4,54369.857142857145,-33632.571428571435
2924,Other Metal Container Mfg ,13786.0,4,39451.5,-25665.5
2925,Other Millwork (including Flooring) ,18996.777777777777,4,36701.38888888889,-17704.611111111113
2926,Other Miscellaneous Durable Goods Merchant Wholesa...,9819.4,4,53338.9,-43519.5
2927,Other Miscellaneous Nondurable Goods Merchant Whol...,13657.69696969697,4,31655.60606060606,-17997.90909090909
2928,Other Motor Vehicle Parts Mfg,17159.146666666667,4,40772.32,-23613.173333333332
2929,Other Noncitrus Fruit Farming ,13982.142857142857,4,30853.285714285714,-16871.142857142855
2930,Other Nonhazardous Waste Treatment and Disposal ,22102.333333333332,4,39395.0,-17292.666666666668
2931,Other Nonmetallic Mineral Mining and Quarrying ,21693.0,4,39592.0,-17899.0
2932,Other Paperboard Container Mfg ,12249.923076923076,4,33311.88461538462,-21061.96153846154
2933,Other Performing Arts Companies ,10408.666666666666,4,22202.0,-11793.333333333334
2934,Other Personal Care Services ,9490.095238095239,4,26021.119047619046,-16531.02380952381
2935,Other Personal and Household Goods Repair and Main...,5453.285714285715,4,31453.571428571428,-26000.285714285714
2936,Other Pressed and Blown Glass and Glassware Mfg ,63656.0,4,135192.33333333334,-71536.33333333334
2937,Other Professional Equipment and Supplies Merchant...,27657.444444444445,4,46474.72222222222,-18817.277777777774
2938,Other Residential Care Facilities ,11586.573333333334,4,27422.56,-15835.986666666668
2939,Other Scientific and Technical Consulting Services,29391.13725490196,4,84297.88235294117,-54906.74509803922
2940,Other Services Related to Advertising ,14541.8,4,21579.075,-7037.2750000000015
2941,Other Services to Buildings and Dwellings ,12405.139534883721,4,26076.697674418603,-13671.558139534882
2942,"Other Similar Organizations (except Business, Prof...",13008.181818181818,4,25335.272727272728,-12327.09090909091
2943,Other Snack Food Mfg ,16674.63157894737,4,35849.754385964916,-19175.122807017546
2944,Other Social Advocacy Organizations ,18139.708333333332,4,32938.25,-14798.541666666668
2945,Other Spectator Sports ,30626.75,4,37311.5,-6684.75
2946,Other Support Activities for Air Trans,24239.204545454544,4,47047.931818181816,-22808.727272727272
2947,Other Support Activities for Road Trans ,12186.75,4,32519.4375,-20332.6875
2948,Other Technical and Trade Schools ,18285.075,4,28597.075,-10312.0
2949,Other Vegetable (except Potato) and Melon Farming ,14637.67857142857,4,24254.821428571428,-9617.142857142857
2950,Other Warehousing and Storage,15460.780821917808,4,31556.095890410958,-16095.31506849315
2951,Other Waste Collection ,11553.0,4,34761.153846153844,-23208.153846153844
2952,Outdoor Power Equipment Retailers ,12425.0,4,20813.2,-8388.2
2953,Outpatient Mental Health and Substance Abuse Cente...,18456.974683544304,4,32858.803797468354,-14401.82911392405
2954,Packaged Frozen Food Merchant Wholesalers ,24444.947368421053,4,43013.23684210526,-18568.289473684206
2955,Packaging Machinery Mfg ,33267.4,4,94572.4,-61304.99999999999
2956,Packaging and Labeling Services,13298.032258064517,4,28582.25806451613,-15284.225806451612
2957,Packing and Crating ,12507.0,4,34323.42857142857,-21816.428571428572
2958,Paint and Coating Mfg,15607.166666666666,4,34949.857142857145,-19342.69047619048
2959,Paint and Wallpaper Retailers ,24658.5,4,33104.25,-8445.75
2960,"Paint, Varnish, and Supplies Merchant Wholesalers ",13907.25,4,30679.25,-16772.0
2961,Painting and Wall Covering Contractors,21244.541666666668,4,38390.291666666664,-17145.749999999996
2962,Paper Bag and Coated and Treated Paper Mfg,18997.34693877551,4,44226.5918367347,-25229.244897959186
2963,Paper Mills ,24230.64285714286,4,37777.21428571428,-13546.571428571424
2964,Paperboard Mills ,30960.242424242424,4,58336.969696969696,-27376.727272727272
2965,Parking Lots and Garages ,9621.593984962406,4,18703.872180451126,-9082.27819548872
2966,Parole Offices and Probation Offices ,22458.777777777777,4,37066.333333333336,-14607.555555555558
2967,Passenger Car Leasing ,37945.6,4,60124.3,-22178.700000000004
2968,Passenger Car Rental ,9319.058823529413,4,24556.670588235294,-15237.611764705882
2969,Payroll Services ,20317.023255813954,4,43226.46511627907,-22909.441860465115
2970,Peanut Farming ,8988.2,4,14124.0,-5135.799999999999
2971,Periodical Publishers ,29673.285714285714,4,42933.57142857143,-13260.285714285714
2972,Perishable Prepared Food Mfg ,8913.026666666667,4,22571.72,-13658.693333333335
2973,Pesticide and Other Agricultural Chemical Mfg,22286.8,4,29009.6,-6722.799999999999
2974,Pet Care (except Veterinary) Services ,7798.52,4,19254.48,-11455.96
2975,Pet and Pet Supplies Retailers ,10915.692307692309,4,20897.73076923077,-9982.038461538461
2976,Petroleum Bulk Stations and Terminals ,14116.384615384615,4,30794.30769230769,-16677.923076923078
2977,Petroleum Refineries,23235.81818181818,4,39184.36363636364,-15948.54545454546
2978,Petroleum and Petroleum Products Merchant Wholesal...,18024.709677419356,4,34322.1935483871,-16297.483870967742
2979,Pharmaceutical Preparation Mfg ,39932.12,4,86939.52,-47007.4
2980,Pharmacies and Drug Retailers ,13598.624390243902,4,27846.824390243903,-14248.2
2981,Pharmacy Benefit Management and Other Third Party ...,19876.015748031496,4,42381.95275590551,-22505.937007874018
2982,Photofinishing Laboratories (except One-Hour) ,4340.0,4,16633.0,-12293.0
2983,Photographic Equipment and Supplies Merchant Whole...,14535.357142857143,4,38743.07142857143,-24207.714285714283
2984,"Photographic Film, Paper, Plate, Chemical, and Cop...",13526.4,4,30083.9,-16557.5
2985,"Photography Studios, Portrait ",4470.5,4,14613.1875,-10142.6875
2986,"Piece Goods, Notions, and Other Dry Goods Merchant...",18178.6,4,51497.8,-33319.200000000004
2987,Plastics Bag and Pouch Mfg ,19891.38888888889,4,37341.444444444445,-17450.055555555555
2988,Plastics Bottle Mfg,20479.75,4,37885.78571428572,-17406.035714285717
2989,Plastics Material and Resin Mfg ,23239.30769230769,4,52594.53846153846,-29355.23076923077
2990,Plastics Materials and Basic Forms and Shapes Merc...,35527.444444444445,4,45538.22222222222,-10010.777777777774
2991,Plastics Packaging Film and Sheet (including Lamin...,31849.53846153846,4,50739.07692307692,-18889.53846153846
2992,Plastics Pipe and Pipe Fitting Mfg ,16833.91304347826,4,35373.95652173913,-18540.043478260868
2993,Plastics Plumbing Fixture Mfg ,13990.166666666666,4,38377.583333333336,-24387.41666666667
2994,Plate Work Mfg ,9024.714285714286,4,37732.0,-28707.285714285714
2995,Plumbing Fixture Fitting and Trim Mfg ,27406.666666666668,4,41192.833333333336,-13786.166666666668
2996,Plumbing and Heating Equipment and Supplies (Hydro...,17800.28947368421,4,42855.34210526316,-25055.05263157895
2997,"Plumbing, Heating, and Air-Conditioning Contractor...",20313.674846625767,4,40781.38036809816,-20467.70552147239
2998,Police Protection ,12070.55,4,31525.05,-19454.5
2999,Polish and Other Sanitation Good Mfg ,37145.26666666667,4,57421.933333333334,-20276.666666666664
3000,Political Organizations ,18062.133333333335,4,29523.066666666666,-11460.93333333333
3001,Polystyrene Foam Product Mfg,21879.714285714286,4,50257.0,-28377.285714285714
3002,Portfolio Management and Investment Advice ,45882.79069767442,4,59525.53488372093,-13642.744186046511
3003,Postal Service,12828.4,4,96833.2,-84004.8
3004,Postharvest Crop Activities (except Cotton Ginning...,17801.787234042553,4,32984.765957446805,-15182.978723404252
3005,"Pottery, Ceramics, and Plumbing Fixture Mfg ",14126.666666666666,4,34249.0,-20122.333333333336
3006,Poultry Hatcheries,15343.6,4,38946.4,-23602.800000000003
3007,Poultry Processing ,12616.940298507463,4,28305.507462686568,-15688.567164179105
3008,Poultry and Poultry Product Merchant Wholesalers ,8715.859154929578,4,18678.704225352114,-9962.845070422536
3009,Poured Concrete Foundation and Structure Contracto...,19487.354166666668,4,43701.25,-24213.895833333332
3010,Power Boiler and Heat Exchanger Mfg,25651.076923076922,4,56844.46153846154,-31193.384615384617
3011,Power and Communication Line and Related Structure...,19674.61,4,51479.88,-31805.269999999997
3012,"Power, Distribution, and Specialty Transformer Mfg...",30744.75,4,53926.05,-23181.300000000003
3013,Power-Driven Handtool Mfg ,14758.333333333334,4,28357.333333333332,-13598.999999999998
3014,Precision Turned Product Mfg ,23907.285714285714,4,33498.28571428572,-9591.000000000004
3015,Prefabricated Metal Building and Component Mfg ,13794.285714285714,4,45930.666666666664,-32136.38095238095
3016,Prefabricated Wood Building Mfg ,14922.538461538461,4,35017.230769230766,-20094.692307692305
3017,Printed Circuit Assembly (Electronic Assembly) Mfg...,21105.88888888889,4,33725.88888888889,-12620.0
3018,Printing Ink Mfg,18569.5,4,46987.5,-28418.0
3019,Private Households,10571.131578947368,4,25462.71052631579,-14891.578947368422
3020,Private Mail Centers ,7831.588235294118,4,17831.823529411766,-10000.235294117647
3021,"Process, Physical Distribution, and Logistics Cons...",17213.188235294117,4,45869.56470588235,-28656.376470588235
3022,Professional Employer Organizations,17399.19224283305,4,33708.964586846545,-16309.772344013494
3023,Professional Organizations ,37543.64705882353,4,52069.76470588235,-14526.117647058818
3024,Professional and Management Development Training ,27415.416666666668,4,68218.83333333333,-40803.41666666666
3025,"Promoters of Performing Arts, Sports, and Similar ...",13240.666666666666,4,28298.966666666667,-15058.300000000001
3026,"Promoters of Performing Arts, Sports, and Similar ...",10047.588235294117,4,23284.941176470587,-13237.35294117647
3027,Psychiatric and Substance Abuse Hospitals ,15188.613636363636,4,31721.18181818182,-16532.568181818184
3028,Public Finance Activities ,22339.416666666668,4,38361.791666666664,-16022.374999999996
